2023-02-11T16:16:42.524:31:82,7,77,0.02566337022246784
2023-02-11T16:16:42.524:31:82,8,41,0.03350409866151975
2023-02-11T16:16:42.524:31:82,9,42,0.02145355582732317
2023-02-11T16:16:42.524:31:82,10,56,0.08113242691627874
2023-02-11T16:16:42.524:31:82,11,87,0.07439883738372287
2023-02-11T16:16:42.524:31:82,12,82,0.08916731340840725
2023-02-11T16:16:42.524:31:82,13,55,0.08990468937383923
2023-02-11T16:16:42.524:31:82,14,37,0.06158230842497378
2023-02-11T16:16:42.524:31:82,15,72,0.04712070519632088
2023-02-11T16:16:42.524:31:82,16,87,0.0920748580869946
2023-02-11T16:16:42.524:31:82,17,116,0.0706543998118575
2023-02-11T16:16:42.524:31:82,18,63,0.025765412137489917
2023-02-11T16:16:42.524:31:82,19,59,0.012975033222597819
2023-02-11T16:16:42.524:31:82,20,99,0.09753126638700334
2023-02-11T16:16:42.524:31:82,21,94,0.04740001499460656
2023-02-11T16:16:42.524:31:82,22,59,0.07334675283054123
2023-02-11T16:16:42.524:31:82,23,73,0.025174073422844494
2023-02-11T16:16:42.524:31:82,24,51,0.03383334928315308
2023-02-11T16:16:42.524:31:82,25,35,0.06716116327479232
2023-02-11T16:16:42.524:31:82,26,52,0.061771723782516344
2023-02-11T16:16:42.524:31:82,27,66,0.048330298923268025
2023-02-11T16:16:42.524:31:82,28,50,0.02887765790767309
2023-02-11T16:16:42.524:31:82,29,40,0.027830630274624464
2023-02-11T16:16:42.524:31:82,30,56,0.07943587535530501
2023-02-11T16:16:42.524:31:82,31,33,0.08825835735133616
2023-02-11T16:16:42.524:31:82,32,45,0.03820385191685901
2023-02-11T16:16:42.524:31:82,33,40,0.03952925771736178
2023-02-11T16:16:42.524:31:82,34,79,0.0390811104668681
2023-02-11T16:16:42.524:31:82,35,75,0.09800480367254982
2023-02-11T16:16:42.524:31:82,36,108,0.07615747286690477
2023-02-11T16:16:42.524:31:82,37,57,0.030888136591590343
2023-02-11T16:16:42.524:31:82,38,67,0.09143728437937715
2023-02-11T16:16:42.524:31:82,39,55,0.01454713733713147
2023-02-11T16:16:42.524:31:82,40,82,0.09451066902090105
2023-02-11T16:16:42.524:31:82,41,67,0.035605294696026024
2023-02-11T16:16:42.524:31:82,42,58,0.0403328545819742
2023-02-11T16:16:42.524:31:82,43,96,0.05119687969403131
2023-02-11T16:16:42.524:31:82,44,74,0.01471052862706839
2023-02-11T16:16:42.524:31:82,45,54,0.07634050941768668
2023-02-11T16:16:42.524:31:82,46,111,0.025427854780582584
2023-02-11T16:16:42.524:31:82,47,90,0.0506069089323919
2023-02-11T16:16:42.524:31:82,48,106,0.04478065233544572
2023-02-11T16:16:42.524:31:82,49,74,0.03469609121200928
2023-02-11T16:16:42.524:31:82,50,62,0.09688947499236948
2023-02-11T16:16:42.524:31:82,51,32,0.08856277411669938
2023-02-11T16:16:42.524:31:82,52,92,0.04045899382664534
2023-02-11T16:16:42.524:31:82,53,63,0.07927108369616159
2023-02-11T16:16:42.524:31:82,54,51,0.06545811829327666
2023-02-11T16:16:42.524:31:82,55,53,0.0906358141701267
2023-02-11T16:16:42.524:31:82,56,70,0.01153785716501958
2023-02-11T16:16:42.524:31:82,57,81,0.012834099383068016
2023-02-11T16:16:42.524:31:82,58,49,0.06556469699568465
2023-02-11T16:16:42.524:31:82,59,43,0.03321985816302346
2023-02-11T16:16:42.524:31:82,60,54,0.07433480326995014
2023-02-11T16:16:42.524:31:82,61,80,0.036440849072622856
2023-02-11T16:16:42.524:31:82,62,33,0.01735553698426206
2023-02-11T16:16:42.524:31:82,63,56,0.050394731068276286
2023-02-11T16:16:42.524:31:82,64,96,0.05289479930936886
2023-02-11T16:16:42.524:31:82,65,64,0.08894321638330659
2023-02-11T16:16:42.524:31:82,66,72,0.050759302387910904
2023-02-11T16:16:42.524:31:82,67,77,0.07521309777261619
2023-02-11T16:16:42.524:31:82,68,65,0.05122777019048462
2023-02-11T16:16:42.524:31:82,69,93,0.061697892837725296
2023-02-11T16:16:42.524:31:82,70,54,0.015611052745805992
2023-02-11T16:16:42.524:31:82,71,78,0.031318494255993014
2023-02-11T16:16:42.524:31:82,72,62,0.05573276427027454
2023-02-11T16:16:42.524:31:82,73,45,0.07717764524919839
2023-02-11T16:16:42.524:31:82,74,112,0.09691512193853881
2023-02-11T16:16:42.524:31:82,75,69,0.03965250045595123
2023-02-11T16:16:42.524:31:82,76,89,0.03667582359864469
2023-02-11T16:16:42.524:31:82,77,45,0.05127907786279421
2023-02-11T16:16:42.524:31:82,78,58,0.06706091220055545
2023-02-11T16:16:42.524:31:82,79,51,0.07814878963279819
2023-02-11T16:16:42.524:31:82,80,72,0.08412614794322244
2023-02-11T16:16:42.524:31:82,81,45,0.04884568655517634
2023-02-11T16:16:42.524:31:82,82,83,0.08221382313827184
2023-02-11T16:16:42.524:31:82,83,80,0.05206733990166536
2023-02-11T16:16:42.524:31:82,84,80,0.021151704696550006
2023-02-11T16:16:42.524:31:82,85,74,0.03917123500515291
2023-02-11T16:16:42.524:31:82,86,49,0.029411798747349394
2023-02-11T16:16:42.524:31:82,87,73,0.07672082419166928
2023-02-11T16:16:42.524:31:82,88,46,0.08872482359051079
2023-02-11T16:16:42.524:31:82,89,56,0.01005844485125946
2023-02-11T16:16:42.524:31:82,90,47,0.09131973364074958
2023-02-11T16:16:42.524:31:82,91,64,0.09089336912296096
2023-02-11T16:16:42.524:31:82,92,73,0.02662520185173483
2023-02-11T16:16:42.524:31:82,93,71,0.09165288362343116
2023-02-11T16:16:42.524:31:82,94,42,0.011499238477985289
2023-02-11T16:16:42.524:31:82,95,29,0.058766496963842424
2023-02-11T16:16:42.524:31:82,96,64,0.051266383027069595
2023-02-11T16:16:42.524:31:82,97,61,0.010876895985804163
2023-02-11T16:16:42.524:31:82,98,61,0.09139324176198076
2023-02-11T16:16:42.524:31:82,99,78,0.03598267542993889
2023-02-11T16:16:42.524:31:82,100,71,0.07379237925941595
2023-02-11T16:16:42.524:31:82,1,52,0.07799139321174456
2023-02-11T16:16:42.524:31:82,2,78,0.03714781181113556
2023-02-11T16:16:42.524:31:82,3,42,0.040620285584546875
2023-02-11T16:16:42.524:31:82,4,67,0.0764291919020617
2023-02-11T16:16:42.524:31:82,5,94,0.03821881580524252
2023-02-11T16:16:42.524:31:82,6,60,0.09049241923834343
2023-02-11T16:16:42.524:31:82,7,77,0.02566337022246784
2023-02-11T16:16:42.524:31:82,8,41,0.03350409866151975
2023-02-11T16:16:42.524:31:82,9,42,0.02145355582732317
2023-02-11T16:16:42.524:31:82,10,56,0.08113242691627874
2023-02-11T16:16:42.524:31:82,11,87,0.07439883738372287
2023-02-11T16:16:42.524:31:82,12,82,0.08916731340840725
2023-02-11T16:16:42.524:31:82,13,55,0.08990468937383923
2023-02-11T16:16:42.524:31:82,14,37,0.06158230842497378
2023-02-11T16:16:42.524:31:82,15,72,0.04712070519632088
2023-02-11T16:16:42.524:31:82,16,87,0.0920748580869946
2023-02-11T16:16:42.524:31:82,17,116,0.0706543998118575
2023-02-11T16:16:42.524:31:82,18,63,0.025765412137489917
2023-02-11T16:16:42.524:31:82,19,59,0.012975033222597819
2023-02-11T16:16:42.524:31:82,20,99,0.09753126638700334
2023-02-11T16:16:42.524:31:82,21,94,0.04740001499460656
2023-02-11T16:16:42.524:31:82,22,59,0.07334675283054123
2023-02-11T16:16:42.524:31:82,23,73,0.025174073422844494
2023-02-11T16:16:42.524:31:82,24,51,0.03383334928315308
2023-02-11T16:16:42.524:31:82,25,35,0.06716116327479232
2023-02-11T16:16:42.524:31:82,26,52,0.061771723782516344
2023-02-11T16:16:42.524:31:82,27,66,0.048330298923268025
2023-02-11T16:16:42.524:31:82,28,50,0.02887765790767309
2023-02-11T16:16:42.524:31:82,29,40,0.027830630274624464
2023-02-11T16:16:42.524:31:82,30,56,0.07943587535530501
2023-02-11T16:16:42.524:31:82,31,33,0.08825835735133616
2023-02-11T16:16:42.524:31:82,32,45,0.03820385191685901
2023-02-11T16:16:42.524:31:82,33,40,0.03952925771736178
2023-02-11T16:16:42.524:31:82,34,79,0.0390811104668681
2023-02-11T16:16:42.524:31:82,35,75,0.09800480367254982
2023-02-11T16:16:42.524:31:82,36,108,0.07615747286690477
2023-02-11T16:16:42.524:31:82,37,57,0.030888136591590343
2023-02-11T16:16:42.524:31:82,38,67,0.09143728437937715
2023-02-11T16:16:42.524:31:82,39,55,0.01454713733713147
2023-02-11T16:16:42.524:31:82,40,82,0.09451066902090105
2023-02-11T16:16:42.524:31:82,41,67,0.035605294696026024
2023-02-11T16:16:42.524:31:82,42,58,0.0403328545819742
2023-02-11T16:16:42.524:31:82,43,96,0.05119687969403131
2023-02-11T16:16:42.524:31:82,44,74,0.01471052862706839
2023-02-11T16:16:42.524:31:82,45,54,0.07634050941768668
2023-02-11T16:16:42.524:31:82,46,111,0.025427854780582584
2023-02-11T16:16:42.524:31:82,47,90,0.0506069089323919
2023-02-11T16:16:42.524:31:82,48,106,0.04478065233544572
2023-02-11T16:16:42.524:31:82,49,74,0.03469609121200928
2023-02-11T16:16:42.524:31:82,50,62,0.09688947499236948
2023-02-11T16:16:42.524:31:82,51,32,0.08856277411669938
2023-02-11T16:16:42.524:31:82,52,92,0.04045899382664534
2023-02-11T16:16:42.524:31:82,53,63,0.07927108369616159
2023-02-11T16:16:42.524:31:82,54,51,0.06545811829327666
2023-02-11T16:16:42.524:31:82,55,53,0.0906358141701267
2023-02-11T16:16:42.524:31:82,56,70,0.01153785716501958
2023-02-11T16:16:42.524:31:82,57,81,0.012834099383068016
2023-02-11T16:16:42.524:31:82,58,49,0.06556469699568465
2023-02-11T16:16:42.524:31:82,59,43,0.03321985816302346
2023-02-11T16:16:42.524:31:82,60,54,0.07433480326995014
2023-02-11T16:16:42.524:31:82,61,80,0.036440849072622856
2023-02-11T16:16:42.524:31:82,62,33,0.01735553698426206
2023-02-11T16:16:42.524:31:82,63,56,0.050394731068276286
2023-02-11T16:16:42.524:31:82,64,96,0.05289479930936886
2023-02-11T16:16:42.524:31:82,65,64,0.08894321638330659
2023-02-11T16:16:42.524:31:82,66,72,0.050759302387910904
2023-02-11T16:16:42.524:31:82,67,77,0.07521309777261619
2023-02-11T16:16:42.524:31:82,68,65,0.05122777019048462
2023-02-11T16:16:42.524:31:82,69,93,0.061697892837725296
2023-02-11T16:16:42.524:31:82,70,54,0.015611052745805992
2023-02-11T16:16:42.524:31:82,71,78,0.031318494255993014
2023-02-11T16:16:42.524:31:82,72,62,0.05573276427027454
2023-02-11T16:16:42.524:31:82,73,45,0.07717764524919839
2023-02-11T16:16:42.524:31:82,74,112,0.09691512193853881
2023-02-11T16:16:42.524:31:82,75,69,0.03965250045595123
2023-02-11T16:16:42.524:31:82,76,89,0.03667582359864469
2023-02-11T16:16:42.524:31:82,77,45,0.05127907786279421
2023-02-11T16:16:42.524:31:82,78,58,0.06706091220055545
2023-02-11T16:16:42.524:31:82,79,51,0.07814878963279819
2023-02-11T16:16:42.524:31:82,80,72,0.08412614794322244
2023-02-11T16:16:42.524:31:82,81,45,0.04884568655517634
2023-02-11T16:16:42.524:31:82,82,83,0.08221382313827184
2023-02-11T16:16:42.524:31:82,83,80,0.05206733990166536
2023-02-11T16:16:42.524:31:82,84,80,0.021151704696550006
2023-02-11T16:16:42.524:31:82,85,74,0.03917123500515291
2023-02-11T16:16:42.524:31:82,86,49,0.029411798747349394
2023-02-11T16:16:42.524:31:82,87,73,0.07672082419166928
2023-02-11T16:16:42.524:31:82,88,46,0.08872482359051079
2023-02-11T16:16:42.524:31:82,89,56,0.01005844485125946
2023-02-11T16:16:42.524:31:82,90,47,0.09131973364074958
2023-02-11T16:16:42.524:31:82,91,64,0.09089336912296096
2023-02-11T16:16:42.524:31:82,92,73,0.02662520185173483
2023-02-11T16:16:42.524:31:82,93,71,0.09165288362343116
2023-02-11T16:16:42.524:31:82,94,42,0.011499238477985289
2023-02-11T16:16:42.524:31:82,95,29,0.058766496963842424
2023-02-11T16:16:42.524:31:82,96,64,0.051266383027069595
2023-02-11T16:16:42.524:31:82,97,61,0.010876895985804163
2023-02-11T16:16:42.524:31:82,98,61,0.09139324176198076
2023-02-11T16:16:42.524:31:82,99,78,0.03598267542993889
2023-02-11T16:16:42.524:31:82,100,71,0.07379237925941595
